Wind,Wind,Tornado
Troll,Tornado,Tornadroll
Vacation,Statue,Tourist
Village,Village,Town
Mud,Engine,Tractor
Sadness,Book,Tragedy
Steam,Engine,Train
Flag,Robot,Transformer
Engine,Radio,Transistor
Pirate,Earth,Treasure
Map,Pencil,Treasure Map
Earth,Plant,Tree
Tree of Life,Universe,Tree of Knowledge
Tree,Universe,Tree of Life
Ent,Beard,Treebeard
Earth,Monster,Troll
Box,Car,Truck
America,Drunk,Trump
Trump,Cake,Trump Cake
Water,Tornado,Tsunami
Kelp,Dust Storm,Tumbleweed
Bird,Christmas,Turkey (bird)
Country,Istanbul,Turkey (country)
Mummy,Egypt,Tutankhamun
Screen,Screen,TV
Vampire,Love,Twilight
Tea,Tempest,Typhoon
Country,Sunflower,Ukraine
Hades,Hades,Underworld
Europe,Tea,United Kingdom
Godzilla,Rainbow,Unicorn
Galaxy,Black Hole,Universe
America,Sun,USA
Flag,Heart,US Patriot
Planet,Future,Utopia
Pina Colada,Ocean,Vacation
Mirror,Bullet,Vampire
Vampire,YouTube,Vampire Diaries
Pride,Love,Vanity
Mirror,Black,Vantablack
House,Pottery,Vase
Shark,America,Vegas
Goku,Earth,Vegeta
Planet,Fog,Venus
Monster,Flower,Venus Flytrap
Cannabis,War,Vietnam
Land,Fjord,Vikings
Family,Family,Village
Glue,Plant,Vine
Time,Wine,Vintage
Hacker,Internet,Virus
Mountain,Earth,Volcano
Burnt Toast,Sick,Vomit
Trump,Party,Wall
Radio,Transistor,Walkman
China,Japan,War
Warrior,Weapon,Warlock
Amazon,War,Warrior
Sushi,Fire,Wasabi
Water,Wind,Wave
Fire,Tool,Weapon
Wisdom,Storm,Weather
Wine,Castle,Wedding
Iron,Marriage,Wedding Ring
Hacker,Plant,Weed
Werewolf,Lion,Were-lion
Werewolf,Turkey,Were-turkey
Garden,Moon,Werewolf
Crop,Farmer,Wheat
Flag,Snow,White Flag
Hangry,Woman,Wife
Windmill,Windmill,Wind Farm
Engine,Wind,Windmill
Glass,Glass,Window
Wind Farm,Wind Farm,Wind Turbine
Plant,Alcohol,Wine
Owl,Smoke,Wisdom
Genie,Lamp,Wish
Tree,Spell,Witch
Witch,Witch,Witch Hut
Paladin,Witch,Wizard
Wizard,Wizard,Wizard Tower
Animal,Forest,Wolf
Wolf,Wolf,Wolf Pack
Man,Love,Woman
Tree,Forest,Wood
Letter,Letter,Word
Tool,Building,Workshop
Black Hole,Black Home,Wormhole
Chocolate,Paper,Wrapper
Car,Nuke,Wreck
Blizzard,Monster,Yeti
Tree of Life,Titan,Yggdrasil
Phoenix,Dragon,Yin Yang
Star Wars,Chocolate,Yoda
Sumo,Samurai,Yokozuna
Mario,Dinosaur,Yoshi
Yoshi,Yoshi,Yoshi Egg
Geysir,Internet,YouTube
YouTube,Baby,YouTuber
Africa,Victoria Falls,Zambia
Stripes,Stripes,Zebra
Gold,Link,Zelda
Yin Yang,Garden,Zen Garden
Number,Fire,Zero
Titan,Wind,Zeus
Human,Explosion,Zombie
Penguin,Park,Zoo
Zoo,Star,Zookeeper
Number,Jesus,1
1,1,2
2,1,3
Number,Ash,4
Number,4,5
Fire,5,6
Kanye West,Number,7
Number,Mountain,8
High Five,4,9
Number,Monster,10
